"id_vente","date_vente","magasin_code","magasin_nom","categorie_produit","produit_nom","mode_paiement","quantite","prix_unitaire","cout_unitaire","remise_pct","client_type","vendeur_id"
3546,"26/04/2024","GOM","Kawa Market – Gombe","HYGIENE","Papier hygiénique 4 rouleaux","Carte bancaire",4,"1.57","1.15",0,"","V033"
3547,"2 février 2024","GOM","Kawa Market – Gombe","HYGIENE","Dentifrice 100ml","mobile money",7,"2.47","1.31",5,"Corporate","V004"
3548,"8 février 2024","NGA","Kawa Market – Ngaliema","HYGIENE","Papier hygiénique 4 rouleaux","carte",11,"3.27","2.44",0,"","V029"
3549,"17/02/2024","LIM","Kawa Market – Limete","AUTRES","Sac réutilisable","mobile money",3,"1.30","0.92",0,"Particulier","V004"
3550,"2024-01-14","MAT","Kawa Market – Matete","HYGIENE","Papier hygiénique 4 rouleaux","Momo",1,"0.58","0.30",0,"","V018"
3551,"14/12/2024","GOM","Kawa Market – Gombe","EPICERIE","Sucre 1kg","CASH",6,"5.47","4.05",0,"Particulier","V011"
3552,"14/10/2024","KIN","Kawa Market – Kintambo","AUTRES","Pile AA (pack 4)","Mobile Money",8,"0.57","0.41",NULL,"","V026"
3553,"3 janvier 2024","LIM","Kawa Market – Limete","BOISSONS","Jus naturel 1L","carte",4,"1.75","0.95",NULL,"","V031"
3554,"2024-07-11","KIN","Kawa Market – Kintambo","EPICERIE","Haricots 1kg","CASH",2,"9.74","5.73",0,"Corporate","V027"
3555,"2024-01-19","MAT","Kawa Market – Matete","EPICERIE","Sucre 1kg","Carte",7,"8.35","5.50",NULL,"","V036"
3556,"24/10/2024","MAS","Kawa Market – Masina","BOISSONS","Boisson énergisante 33cl","Carte bancaire",5,"1.08","0.76",NULL,"","V006"
3557,"2024-04-16","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Thé citron 25 sachets","mobile money",7,"4.96","3.96",0,"","V019"
3558,"27/07/2024","KIN","Kawa Market – Kintambo","FRAIS","Fromage local 200g","Carte bancaire",1,"0.90","0.59",5,"Corporate","V032"
3559,"28 juillet 2024","KIN","Kawa Market – Kintambo","HYGIENE","Papier hygiénique 4 rouleaux","Carte",8,"2.84","2.09",NULL,"Corporate","V001"
3560,"28 août 2024","MAS","Kawa Market – Masina","FRAIS","Yaourt 125g","Cash",7,"0.94","0.69",0,"Particulier","V035"
3561,"13/02/2024","GOM","Kawa Market – Gombe","EPICERIE","Riz 5kg","Carte bancaire",12,"6.17","4.25",10,"","V040"
3562,"2024-08-06","GOM","Kawa Market – Gombe","AUTRES","Sac réutilisable","Momo",1,"2.46","1.31",0,"","V037"
3563,"2024-12-18","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","CASH",5,"0.69","0.37",5,"","V022"
3564,"5 septembre 2024","MAT","Kawa Market – Matete","BOISSONS","Jus naturel 1L","CASH",9,"0.86","0.43",0,"Corporate","V030"
3565,"31/01/2024","GOM","Kawa Market – Gombe","AUTRES","Sac réutilisable","carte",1,"0.58","0.42",10,"","V029"
3566,"2024-12-16","LIM","Kawa Market – Limete","EPICERIE","Haricots 1kg","cash",3,"3.83","2.61",0,"Corporate","V005"
3567,"14 mai 2024","KIN","Kawa Market – Kintambo","BOISSONS","Jus naturel 1L","carte",11,"0.51","0.30",10,"","V014"
3568,"2024-05-19","MAT","Kawa Market – Matete","BOISSONS","Boisson énergisante 33cl","cash",4,"1.20","0.83",0,"","V026"
3569,"10 novembre 2024","GOM","Kawa Market – Gombe","HYGIENE","Savon de toilette","Momo",1,"2.51","1.61",0,"Particulier","V027"
3570,"18 juin 2024","KIN","Kawa Market – Kintambo","HYGIENE","Papier hygiénique 4 rouleaux","Carte",3,"3.95","2.29",0,"","V016"
3571,"17/12/2024","KIN","Kawa Market – Kintambo","BOISSONS","Boisson énergisante 33cl","mobile money",4,"1.53","1.14",10,"Particulier","V006"
3572,"01/12/2024","LIM","Kawa Market – Limete","AUTRES","Sac réutilisable","Cash",7,"1.77","0.90",0,"","V025"
3573,"2024-10-02","MAT","Kawa Market – Matete","FRAIS","Lait frais 1L","cash",1,"2.35","1.32",0,"","V002"
3574,"26/05/2024","LIM","Kawa Market – Limete","FRAIS","Lait frais 1L","mobile money",5,"1.50","1.20",0,"Particulier","V004"
3575,"5 octobre 2024","MAS","Kawa Market – Masina","EPICERIE","Haricots 1kg","mobile money",7,"9.67","6.23",0,"","V036"
3576,"2024-05-22","KIN","Kawa Market – Kintambo","HYGIENE","Dentifrice 100ml","Carte bancaire",3,"1.45","0.77",0,"Particulier","V010"
3577,"23/09/2024","NGA","Kawa Market – Ngaliema","HYGIENE","Savon de toilette","Carte bancaire",1,"2.17","1.16",0,"Corporate","V022"
3578,"12 septembre 2024","NGA","Kawa Market – Ngaliema","AUTRES","Pile AA (pack 4)","Momo",12,"2.55","1.50",5,"","V039"
3579,"2024-12-21","KIN","Kawa Market – Kintambo","FRAIS","Yaourt 125g","cash",1,"0.74","0.40",0,"","V039"
3580,"6 août 2024","MAS","Kawa Market – Masina","EPICERIE","Haricots 1kg","Carte bancaire",1,"8.40","4.24",0,"","V033"
3581,"2024-08-30","GOM","Kawa Market – Gombe","BOISSONS","Boisson énergisante 33cl","Carte bancaire",10,"0.73","0.43",0,"Particulier","V012"
3582,"21 septembre 2024","GOM","Kawa Market – Gombe","FRAIS","Yaourt 125g","Momo",12,"2.72","1.94",0,"","V003"
3583,"2 janvier 2024","NGA","Kawa Market – Ngaliema","AUTRES","Pile AA (pack 4)","Carte",11,"2.08","1.21",NULL,"","V023"
3584,"07/02/2024","GOM","Kawa Market – Gombe","HYGIENE","Dentifrice 100ml","cash",1,"3.86","1.98",0,"Corporate","V009"
3585,"4 octobre 2024","LIM","Kawa Market – Limete","HYGIENE","Papier hygiénique 4 rouleaux","Momo",1,"2.35","1.55",0,"","V025"
3586,"2024-02-17","MAT","Kawa Market – Matete","HYGIENE","Savon de toilette","Momo",6,"3.64","2.49",0,"Particulier","V032"
3587,"25 juillet 2024","KIN","Kawa Market – Kintambo","AUTRES","Sac réutilisable","mobile money",7,"2.45","1.36",0,"Particulier","V028"
3588,"2024-06-05","GOM","Kawa Market – Gombe","FRAIS","Yaourt 125g","cash",8,"2.44","1.92",NULL,"","V010"
3589,"6 août 2024","MAS","Kawa Market – Masina","AUTRES","Sac réutilisable","Momo",7,"1.84","1.13",5,"","V027"
3590,"05/06/2024","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Café Arabica 250g","Carte bancaire",4,"7.04","5.55",0,"Corporate","V029"
3591,"3 mai 2024","LIM","Kawa Market – Limete","BOISSONS","Soda 50cl","CASH",12,"1.91","1.35",NULL,"Corporate","V015"
3592,"13/03/2024","NGA","Kawa Market – Ngaliema","BOISSONS","Jus naturel 1L","Mobile Money",2,"1.01","0.54",5,"","V024"
3593,"22 janvier 2024","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Café Arabica 250g","CASH",10,"4.35","3.46",10,"","V011"
3594,"20 avril 2024","LIM","Kawa Market – Limete","EPICERIE","Riz 5kg","Mobile Money",3,"5.16","3.49",NULL,"","V015"
3595,"12 décembre 2024","GOM","Kawa Market – Gombe","AUTRES","Pile AA (pack 4)","Carte",6,"1.75","1.05",0,"Particulier","V014"
3596,"10/03/2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Thé noir sachets","Momo",7,"6.14","4.25",0,"Particulier","V013"
3597,"2024-12-12","GOM","Kawa Market – Gombe","HYGIENE","Dentifrice 100ml","cash",4,"1.06","0.66",0,"","V030"
3598,"17/08/2024","LIM","Kawa Market – Limete","FRAIS","Fromage local 200g","Cash",1,"1.50","0.84",0,"","V019"
3599,"22/10/2024","GOM","Kawa Market – Gombe","AUTRES","Pile AA (pack 4)","Carte bancaire",7,"0.91","0.63",5,"","V027"
3600,"2024-01-01","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Thé noir sachets","cash",7,"6.46","3.98",10,"","V025"
3601,"11/10/2024","KIN","Kawa Market – Kintambo","HYGIENE","Savon de toilette","cash",1,"3.95","2.35",5,"","V015"
3602,"24/04/2024","NGA","Kawa Market – Ngaliema","FRAIS","Yaourt 125g","CASH",10,"2.65","2.08",10,"","V038"
3603,"2024-11-27","KIN","Kawa Market – Kintambo","FRAIS","Yaourt 125g","Momo",11,"1.11","0.75",5,"","V011"
3604,"20 octobre 2024","LIM","Kawa Market – Limete","EPICERIE","Huile végétale 1L","Carte bancaire",1,"2.09","1.55",0,"Particulier","V036"
3605,"10 mai 2024","MAS","Kawa Market – Masina","HYGIENE","Savon de toilette","Carte bancaire",9,"2.31","1.74",0,"Corporate","V006"
3606,"2024-03-24","MAT","Kawa Market – Matete","HYGIENE","Savon de toilette","Mobile Money",8,"2.54","1.79",0,"Corporate","V033"
3607,"2024-09-08","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Café Arabica 250g","Cash",5,"4.17","2.15",5,"Corporate","V028"
3608,"2024-02-24","NGA","Kawa Market – Ngaliema","HYGIENE","Savon de toilette","Carte",11,"2.35","1.19",0,"Particulier","V001"
3609,"17 décembre 2024","LIM","Kawa Market – Limete","AUTRES","Pile AA (pack 4)","mobile money",10,"0.55","0.43",0,"Particulier","V016"
3610,"4 décembre 2024","KIN","Kawa Market – Kintambo","AUTRES","Pile AA (pack 4)","Carte bancaire",8,"2.42","1.89",0,"","V016"
3611,"8 février 2024","NGA","Kawa Market – Ngaliema","AUTRES","Sac réutilisable","mobile money",10,"2.72","1.66",NULL,"Corporate","V014"
3612,"06/09/2024","NGA","Kawa Market – Ngaliema","HYGIENE","Savon de toilette","mobile money",8,"3.10","2.19",10,"Corporate","V039"
3613,"24/09/2024","NGA","Kawa Market – Ngaliema","FRAIS","Lait frais 1L","Mobile Money",10,"1.62","1.12",10,"","V035"
3614,"24/10/2024","MAT","Kawa Market – Matete","AUTRES","Pile AA (pack 4)","carte",8,"2.67","1.87",NULL,"","V025"
3615,"2024-08-05","KIN","Kawa Market – Kintambo","FRAIS","Lait frais 1L","Carte",10,"2.76","1.76",5,"","V014"
3616,"2024-08-24","GOM","Kawa Market – Gombe","AUTRES","Sac réutilisable","Carte bancaire",4,"2.14","1.23",5,"Corporate","V015"
3617,"6 décembre 2024","LIM","Kawa Market – Limete","FRAIS","Lait frais 1L","carte",7,"2.52","1.60",5,"","V035"
3618,"03/07/2024","GOM","Kawa Market – Gombe","FRAIS","Yaourt 125g","Cash",4,"0.97","0.67",10,"","V036"
3619,"25 mars 2024","NGA","Kawa Market – Ngaliema","BOISSONS","Jus naturel 1L","Momo",7,"1.43","0.81",10,"Corporate","V032"
3620,"5 février 2024","NGA","Kawa Market – Ngaliema","HYGIENE","Papier hygiénique 4 rouleaux","CASH",3,"1.16","0.81",0,"","V019"
3621,"2024-09-08","MAT","Kawa Market – Matete","CAFÉ & THÉ","Thé noir sachets","carte",7,"5.95","3.17",5,"Corporate","V019"
3622,"11/05/2024","MAT","Kawa Market – Matete","EPICERIE","Riz 5kg","Carte",2,"5.34","2.90",NULL,"","V030"
3623,"2024-12-06","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Café moulu 500g","Cash",6,"7.50","4.65",5,"Particulier","V005"
3624,"26/02/2024","MAS","Kawa Market – Masina","EPICERIE","Haricots 1kg","Carte bancaire",8,"8.48","6.56",10,"Particulier","V010"
3625,"22/07/2024","MAS","Kawa Market – Masina","CAFÉ & THÉ","Café moulu 500g","Momo",2,"7.47","5.16",5,"Corporate","V019"
3626,"2024-02-15","MAT","Kawa Market – Matete","EPICERIE","Huile végétale 1L","Momo",2,"8.45","4.69",0,"Corporate","V022"
3627,"13/11/2024","MAS","Kawa Market – Masina","AUTRES","Sac réutilisable","Mobile Money",1,"2.23","1.37",0,"","V020"
3628,"14/05/2024","MAS","Kawa Market – Masina","BOISSONS","Jus naturel 1L","Carte bancaire",2,"1.97","1.04",0,"Corporate","V026"
3629,"6 août 2024","NGA","Kawa Market – Ngaliema","FRAIS","Lait frais 1L","carte",2,"2.54","1.43",0,"","V022"
3630,"20 mai 2024","GOM","Kawa Market – Gombe","AUTRES","Sac réutilisable","CASH",1,"1.93","1.35",0,"","V005"
3631,"16 avril 2024","LIM","Kawa Market – Limete","HYGIENE","Papier hygiénique 4 rouleaux","mobile money",12,"1.91","1.01",0,"Corporate","V030"
3632,"2024-03-29","MAS","Kawa Market – Masina","BOISSONS","Jus naturel 1L","mobile money",1,"1.60","1.07",10,"Corporate","V002"
3633,"18/04/2024","KIN","Kawa Market – Kintambo","AUTRES","Pile AA (pack 4)","Carte bancaire",7,"0.82","0.55",0,"Corporate","V036"
3634,"21 décembre 2024","LIM","Kawa Market – Limete","AUTRES","Sac réutilisable","carte",2,"0.85","0.62",0,"Particulier","V002"
3635,"18 avril 2024","KIN","Kawa Market – Kintambo","BOISSONS","Jus naturel 1L","",7,"1.24","0.65",5,"","V008"
3636,"13/02/2024","MAT","Kawa Market – Matete","BOISSONS","Soda 50cl","Cash",12,"0.99","0.53",NULL,"Corporate","V024"
3637,"30 décembre 2024","MAT","Kawa Market – Matete","AUTRES","Pile AA (pack 4)","Carte",6,"2.25","1.55",0,"Particulier","V037"
3638,"7 août 2024","LIM","Kawa Market – Limete","HYGIENE","Papier hygiénique 4 rouleaux","carte",3,"0.77","0.54",0,"","V025"
3639,"7 mars 2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Café moulu 500g","Carte",11,"5.14","3.91",NULL,"","V015"
3640,"2024-03-11","LIM","Kawa Market – Limete","FRAIS","Yaourt 125g","mobile money",12,"0.96","0.63",0,"Corporate","V022"
3641,"5 septembre 2024","MAS","Kawa Market – Masina","FRAIS","Lait frais 1L","Carte bancaire",5,"1.07","0.63",0,"","V028"
3642,"2024-10-27","NGA","Kawa Market – Ngaliema","AUTRES","Pile AA (pack 4)","mobile money",6,"0.96","0.58",0,"Corporate","V009"
3643,"22 mai 2024","MAS","Kawa Market – Masina","CAFÉ & THÉ","Thé noir sachets","Mobile Money",9,"6.61","4.50",5,"","V017"
3644,"2024-12-08","GOM","Kawa Market – Gombe","FRAIS","Lait frais 1L","CASH",12,"0.40","0.28",0,"Corporate","V002"
3645,"12 mai 2024","MAS","Kawa Market – Masina","HYGIENE","Dentifrice 100ml","CASH",9,"1.38","1.09",5,"Particulier","V023"
3646,"01/05/2024","MAS","Kawa Market – Masina","FRAIS","Fromage local 200g","cash",1,"2.64","1.76",0,"Corporate","V002"
3647,"20/09/2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café moulu 500g","Mobile Money",11,"4.46","3.10",10,"","V010"
3648,"18/04/2024","NGA","Kawa Market – Ngaliema","BOISSONS","Boisson énergisante 33cl","Carte bancaire",10,"1.77","1.19",0,"","V006"
3649,"2 novembre 2024","LIM","Kawa Market – Limete","EPICERIE","Sucre 1kg","carte",9,"9.20","5.28",10,"","V014"
3650,"02/06/2024","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Thé citron 25 sachets","mobile money",1,"4.05","2.61",10,"Particulier","V032"
3651,"2024-03-16","MAT","Kawa Market – Matete","CAFÉ & THÉ","Thé noir sachets","Carte bancaire",11,"4.20","2.51",0,"Particulier","V012"
3652,"24/01/2024","KIN","Kawa Market – Kintambo","HYGIENE","Papier hygiénique 4 rouleaux","Carte",12,"1.51","0.88",0,"Particulier","V029"
3653,"31 mai 2024","NGA","Kawa Market – Ngaliema","FRAIS","Yaourt 125g","Mobile Money",12,"1.29","0.91",NULL,"Particulier","V007"
3654,"19/12/2024","MAS","Kawa Market – Masina","BOISSONS","Soda 50cl","carte",12,"1.16","0.90",5,"","V005"
3655,"17 octobre 2024","MAS","Kawa Market – Masina","AUTRES","Sac réutilisable","Mobile Money",10,"1.26","0.88",NULL,"","V004"
3656,"25 novembre 2024","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Café moulu 500g","Mobile Money",4,"5.61","3.18",0,"","V008"
3657,"22 juin 2024","GOM","Kawa Market – Gombe","EPICERIE","Huile végétale 1L","carte",9,"7.17","4.52",0,"Particulier","V018"
3658,"2024-06-24","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café Arabica 250g","carte",9,"6.48","3.90",0,"Particulier","V040"
3659,"2024-03-01","LIM","Kawa Market – Limete","BOISSONS","Boisson énergisante 33cl","Carte",7,"0.96","0.51",0,"Particulier","V014"
3660,"1 janvier 2024","GOM","Kawa Market – Gombe","HYGIENE","Papier hygiénique 4 rouleaux","Cash",2,"0.52","0.32",10,"Corporate","V012"
3661,"15 mai 2024","NGA","Kawa Market – Ngaliema","EPICERIE","Riz 5kg","carte",10,"7.00","4.55",NULL,"","V033"
3662,"02/11/2024","MAS","Kawa Market – Masina","EPICERIE","Haricots 1kg","mobile money",9,"9.22","4.72",NULL,"Corporate","V018"
3663,"2024-01-15","KIN","Kawa Market – Kintambo","EPICERIE","Riz 5kg","Carte bancaire",10,"9.03","4.61",0,"","V038"
3664,"20/04/2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Thé citron 25 sachets","mobile money",3,"5.56","7.37",0,"","V004"
3665,"2024-08-08","GOM","Kawa Market – Gombe","HYGIENE","Savon de toilette","CASH",8,"0.89","0.60",5,"","V024"
3666,"14 janvier 2024","MAT","Kawa Market – Matete","EPICERIE","Haricots 1kg","Carte",5,"6.63","4.02",0,"Corporate","V039"
3667,"16 juillet 2024","NGA","Kawa Market – Ngaliema","EPICERIE","Huile végétale 1L","Carte bancaire",5,"9.35","7.36",0,"Corporate","V027"
3668,"18 novembre 2024","KIN","Kawa Market – Kintambo","FRAIS","Fromage local 200g","carte",4,"0.86","0.45",5,"Particulier","V014"
3669,"04/08/2024","LIM","Kawa Market – Limete","AUTRES","Pile AA (pack 4)","Momo",9,"1.86","0.98",NULL,"Particulier","V011"
3670,"18 février 2024","GOM","Kawa Market – Gombe","FRAIS","Fromage local 200g","Momo",3,"1.08","0.69",NULL,"Particulier","V004"
3671,"2024-11-07","MAT","Kawa Market – Matete","EPICERIE","Sucre 1kg","Cash",6,"4.05","3.09",10,"","V029"
3672,"2024-02-02","KIN","Kawa Market – Kintambo","HYGIENE","Savon de toilette","cash",12,"1.43","1.01",10,"Particulier","V022"
3673,"28 mars 2024","NGA","Kawa Market – Ngaliema","EPICERIE","Haricots 1kg","CASH",6,"3.97","3.06",10,"","V014"
3674,"2024-08-22","MAT","Kawa Market – Matete","AUTRES","Sac réutilisable","Momo",12,"0.88","0.51",0,"Corporate","V001"
3675,"3 septembre 2024","KIN","Kawa Market – Kintambo","FRAIS","Yaourt 125g","Momo",9,"0.57","0.46",0,"","V004"
3676,"22 janvier 2024","KIN","Kawa Market – Kintambo","FRAIS","Fromage local 200g","Carte bancaire",2,"1.88","1.50",5,"Particulier","V027"
3677,"02/07/2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Café Arabica 250g","mobile money",8,"4.69","2.93",0,"Particulier","V014"
3678,"13/05/2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Café Arabica 250g","carte",3,"4.86","3.37",0,"","V004"
3679,"2024-07-23","NGA","Kawa Market – Ngaliema","EPICERIE","Riz 5kg","Mobile Money",9,"9.39","7.48",0,"Corporate","V015"
3680,"2024-04-22","MAT","Kawa Market – Matete","BOISSONS","Boisson énergisante 33cl","Mobile Money",11,"0.66","0.43",10,"Corporate","V016"
3681,"26 décembre 2024","MAT","Kawa Market – Matete","EPICERIE","Huile végétale 1L","Carte",2,"5.03","2.81",10,"Corporate","V004"
3682,"9 octobre 2024","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Thé citron 25 sachets","Cash",9,"4.62","3.69",NULL,"","V022"
3683,"2024-03-09","GOM","Kawa Market – Gombe","BOISSONS","Eau 1,5L","carte",4,"1.94","1.37",0,"Particulier","V005"
3684,"23 décembre 2024","MAS","Kawa Market – Masina","AUTRES","Sac réutilisable","Momo",12,"1.47","0.99",NULL,"","V010"
3685,"3 mars 2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café moulu 500g","Momo",12,"7.89","5.58",0,"","V022"
3686,"29/03/2024","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Café moulu 500g","CASH",3,"4.52","3.57",5,"Particulier","V026"
3687,"8 avril 2024","NGA","Kawa Market – Ngaliema","EPICERIE","Riz 5kg","carte",10,"5.61","4.06",0,"Particulier","V005"
3688,"5 janvier 2024","NGA","Kawa Market – Ngaliema","HYGIENE","Savon de toilette","Carte bancaire",7,"3.34","2.10",0,"Corporate","V004"
3689,"2024-02-17","NGA","Kawa Market – Ngaliema","BOISSONS","Eau 1,5L","Cash",1,"1.42","0.76",NULL,"","V026"
3690,"8 juin 2024","MAS","Kawa Market – Masina","FRAIS","Lait frais 1L","Carte",12,"1.30","0.66",10,"","V014"
3691,"28/09/2024","KIN","Kawa Market – Kintambo","BOISSONS","Eau 1,5L","CASH",4,"0.77","0.45",10,"Particulier","V032"
3692,"2024-07-01","MAT","Kawa Market – Matete","FRAIS","Lait frais 1L","Mobile Money",10,"1.32","0.90",0,"Particulier","V017"
3693,"2024-05-31","NGA","Kawa Market – Ngaliema","BOISSONS","Jus naturel 1L","Momo",10,"1.56","1.23",0,"Particulier","V026"
3694,"14/12/2024","KIN","Kawa Market – Kintambo","BOISSONS","Soda 50cl","Cash",11,"1.57","1.10",NULL,"","V018"
3695,"2024-09-25","NGA","Kawa Market – Ngaliema","FRAIS","Fromage local 200g","Carte",5,"2.92","1.53",0,"Corporate","V008"
3696,"11/05/2024","MAT","Kawa Market – Matete","AUTRES","Pile AA (pack 4)","Mobile Money",4,"1.01","0.68",0,"Corporate","V035"
3697,"08/03/2024","NGA","Kawa Market – Ngaliema","HYGIENE","Dentifrice 100ml","Momo",6,"3.09","2.43",0,"","V037"
3698,"2024-01-06","MAT","Kawa Market – Matete","FRAIS","Fromage local 200g","Carte bancaire",1,"2.85","2.25",5,"Particulier","V016"
3699,"21/07/2024","GOM","Kawa Market – Gombe","AUTRES","Sac réutilisable","Mobile Money",10,"0.79","0.54",NULL,"Corporate","V036"
3700,"18 septembre 2024","LIM","Kawa Market – Limete","AUTRES","Sac réutilisable","CASH",4,"2.06","1.22",NULL,"","V022"
3701,"16/12/2024","MAS","Kawa Market – Masina","FRAIS","Yaourt 125g","mobile money",6,"1.43","1.14",5,"Corporate","V005"
3702,"2024-12-11","NGA","Kawa Market – Ngaliema","BOISSONS","Jus naturel 1L","cash",2,"1.94","1.15",0,"","V023"
3703,"24/06/2024","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Café Arabica 250g","Momo",7,"7.00","4.01",0,"","V021"
3704,"12/03/2024","KIN","Kawa Market – Kintambo","AUTRES","Sac réutilisable","Carte bancaire",4,"0.70","0.55",0,"","V004"
3705,"16 octobre 2024","LIM","Kawa Market – Limete","AUTRES","Pile AA (pack 4)","cash",1,"0.91","0.72",0,"","V032"
3706,"2024-12-14","KIN","Kawa Market – Kintambo","BOISSONS","Soda 50cl","Carte bancaire",7,"1.56","0.99",0,"Particulier","V001"
3707,"2024-12-19","KIN","Kawa Market – Kintambo","AUTRES","Sac réutilisable","CASH",11,"2.57","1.55",0,"Particulier","V010"
3708,"2024-03-23","LIM","Kawa Market – Limete","EPICERIE","Haricots 1kg","mobile money",5,"5.11","3.45",5,"Particulier","V028"
3709,"17 avril 2024","GOM","Kawa Market – Gombe","EPICERIE","Haricots 1kg","Cash",2,"6.96","4.02",0,"","V012"
3710,"24/03/2024","MAT","Kawa Market – Matete","AUTRES","Sac réutilisable","Momo",1,"0.89","0.66",10,"","V024"
3711,"2024-01-28","LIM","Kawa Market – Limete","BOISSONS","Jus naturel 1L","carte",4,"1.94","1.31",NULL,"","V025"
3712,"2024-12-13","NGA","Kawa Market – Ngaliema","BOISSONS","Jus naturel 1L","Momo",12,"0.79","0.47",NULL,"Corporate","V028"
3713,"29 avril 2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Thé citron 25 sachets","Carte bancaire",8,"7.65","5.44",0,"Particulier","V023"
3714,"14 août 2024","KIN","Kawa Market – Kintambo","BOISSONS","Boisson énergisante 33cl","mobile money",9,"1.27","0.67",0,"","V038"
3715,"15/05/2024","MAS","Kawa Market – Masina","HYGIENE","Dentifrice 100ml","Carte",11,"0.65","0.35",0,"","V007"
3716,"2024-09-22","MAT","Kawa Market – Matete","HYGIENE","Dentifrice 100ml","CASH",12,"3.79","2.59",0,"Corporate","V038"
3717,"18 janvier 2024","GOM","Kawa Market – Gombe","FRAIS","Fromage local 200g","Carte",11,"0.44","0.31",5,"Corporate","V015"
3718,"29 août 2024","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Thé noir sachets","CASH",11,"7.98","5.37",10,"","V009"
3719,"2024-08-21","GOM","Kawa Market – Gombe","FRAIS","Lait frais 1L","CASH",5,"2.79","2.01",5,"","V027"
3720,"4 février 2024","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Café Arabica 250g","mobile money",6,"6.35","3.88",0,"","V005"
3721,"07/10/2024","MAS","Kawa Market – Masina","FRAIS","Fromage local 200g","CASH",12,"2.32","1.28",0,"Particulier","V008"
3722,"12 octobre 2024","LIM","Kawa Market – Limete","AUTRES","Pile AA (pack 4)","mobile money",11,"2.43","1.41",0,"Particulier","V006"
3723,"2024-06-05","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","mobile money",8,"1.92","1.02",10,"","V009"
3724,"2024-05-11","NGA","Kawa Market – Ngaliema","HYGIENE","Savon de toilette","Momo",12,"0.53","0.42",NULL,"","V003"
3725,"17 mai 2024","LIM","Kawa Market – Limete","FRAIS","Fromage local 200g","Mobile Money",6,"1.11","0.78",NULL,"","V004"
3726,"2024-12-04","MAT","Kawa Market – Matete","FRAIS","Lait frais 1L","carte",3,"2.80","1.40",NULL,"Corporate","V037"
3727,"29 février 2024","KIN","Kawa Market – Kintambo","AUTRES","Sac réutilisable","cash",7,"2.86","1.64",0,"","V023"
3728,"08/10/2024","KIN","Kawa Market – Kintambo","AUTRES","Pile AA (pack 4)","Carte bancaire",9,"2.30","1.37",NULL,"Particulier","V009"
3729,"21/09/2024","MAT","Kawa Market – Matete","AUTRES","Pile AA (pack 4)","Carte",9,"2.92","2.09",0,"","V007"
3730,"02/11/2024","MAS","Kawa Market – Masina","EPICERIE","Sucre 1kg","Mobile Money",6,"3.88","2.51",10,"","V026"
3731,"03/10/2024","LIM","Kawa Market – Limete","AUTRES","Pile AA (pack 4)","cash",1,"0.53","0.37",10,"","V035"
3732,"2024-11-16","MAT","Kawa Market – Matete","EPICERIE","Huile végétale 1L","Cash",10,"3.18","1.76",0,"Particulier","V009"
3733,"12 juin 2024","LIM","Kawa Market – Limete","BOISSONS","Soda 50cl","Cash",8,"0.72","0.43",0,"","V005"
3734,"11 octobre 2024","NGA","Kawa Market – Ngaliema","AUTRES","Pile AA (pack 4)","mobile money",10,"2.12","1.23",NULL,"Corporate","V011"
3735,"2024-06-03","MAT","Kawa Market – Matete","CAFÉ & THÉ","Thé citron 25 sachets","Cash",9,"6.83","4.98",5,"Corporate","V010"
3736,"2024-12-20","NGA","Kawa Market – Ngaliema","AUTRES","Pile AA (pack 4)","CASH",6,"2.16","1.61",0,"","V009"
3737,"21 septembre 2024","NGA","Kawa Market – Ngaliema","AUTRES","Sac réutilisable","Momo",3,"2.77","1.93",10,"","V013"
3738,"27/11/2024","KIN","Kawa Market – Kintambo","BOISSONS","Boisson énergisante 33cl","Mobile Money",3,"1.60","1.16",0,"","V001"
3739,"2024-08-20","LIM","Kawa Market – Limete","FRAIS","Fromage local 200g","Carte",8,"2.38","1.87",0,"","V032"
3740,"29/04/2024","LIM","Kawa Market – Limete","EPICERIE","Haricots 1kg","Carte bancaire",8,"8.13","5.50",0,"Corporate","V016"
