id_transaction,date_vente,code_magasin,nom_magasin,categorie,nom_produit,mode_paiement,quantite,prix_unitaire,cout_unitaire,reduction,type_client,code_vendeur,ca,marge_brute
4107,2024-06-01,MAT,Kawa Market – Matete,FRAIS,Yaourt 125g,Cash,6,0.47,0.24,,Particulier,V007,2.82,1.38
6376,2024-06-01,NGA,Kawa Market – Ngaliema,EPICERIE,Huile végétale 1L,Cash,7,9.92,6.49,5,,V004,69.44,24.009999999999998
511,2024-06-01,GOM,Kawa Market – Gombe,EPICERIE,Haricots 1kg,Mobile Money,5,5.0,3.74,0,Particulier,V013,25.0,6.299999999999999
7848,2024-06-01,KIN,Kawa Market – Kintambo,FRAIS,Yaourt 125g,Cash,9,2.02,1.49,5,Particulier,V037,18.18,4.7700000000000005
5374,2024-06-01,KIN,Kawa Market – Kintambo,BOISSONS,Boisson énergisante 33cl,Carte,8,1.46,0.86,0,,V020,11.68,4.8
4625,2024-06-01,NGA,Kawa Market – Ngaliema,FRAIS,Lait frais 1L,Cash,1,0.73,0.39,0,Particulier,V037,0.73,0.33999999999999997
4756,2024-06-01,NGA,Kawa Market – Ngaliema,AUTRES,Sac réutilisable,Cash,5,2.1,1.33,0,,V038,10.5,3.85
5753,2024-06-01,MAT,Kawa Market – Matete,EPICERIE,Haricots 1kg,Carte,8,5.98,4.69,5,Particulier,V012,47.84,10.32
235,2024-06-01,GOM,Kawa Market – Gombe,BOISSONS,Soda 50cl,Cash,7,1.98,1.52,5,Corporate,V021,13.86,3.2199999999999998
4047,2024-06-01,GOM,Kawa Market – Gombe,EPICERIE,Sucre 1kg,Mobile Money,1,6.42,3.95,0,,V018,6.42,2.4699999999999998
5313,2024-06-02,KIN,Kawa Market – Kintambo,AUTRES,Sac réutilisable,Carte,7,2.25,1.58,10,Particulier,V006,15.75,4.6899999999999995
2499,2024-06-02,NGA,Kawa Market – Ngaliema,HYGIENE,Papier hygiénique 4 rouleaux,Cash,3,3.02,2.1,10,Particulier,V008,9.06,2.76
5679,2024-06-02,LIM,Kawa Market – Limete,AUTRES,Pile AA (pack 4),Mobile Money,11,1.15,0.77,0,,V012,12.649999999999999,4.179999999999999
3799,2024-06-02,MAS,Kawa Market – Masina,AUTRES,Sac réutilisable,Carte,12,1.79,1.33,0,Corporate,V040,21.48,5.52
2806,2024-06-02,MAS,Kawa Market – Masina,EPICERIE,Sucre 1kg,Mobile Money,3,6.88,4.62,0,,V011,20.64,6.779999999999999
4240,2024-06-02,NGA,Kawa Market – Ngaliema,AUTRES,Pile AA (pack 4),Cash,11,1.46,0.77,10,,V021,16.06,7.59
480,2024-06-02,KIN,Kawa Market – Kintambo,FRAIS,Lait frais 1L,Carte,9,0.6,0.31,0,,V027,5.3999999999999995,2.61
4738,2024-06-02,NGA,Kawa Market – Ngaliema,AUTRES,Sac réutilisable,Mobile Money,10,2.56,1.56,0,,V002,25.6,10.0
2300,2024-06-02,GOM,Kawa Market – Gombe,AUTRES,Sac réutilisable,Carte,7,1.68,0.9,0,Particulier,V033,11.76,5.459999999999999
2025,2024-06-02,LIM,Kawa Market – Limete,CAFÉ & THÉ,Café moulu 500g,Mobile Money,3,7.23,5.6,,,V005,21.69,4.890000000000002
5385,2024-06-02,KIN,Kawa Market – Kintambo,AUTRES,Sac réutilisable,Mobile Money,6,0.58,0.33,5,,V002,3.4799999999999995,1.4999999999999996
5685,2024-06-02,GOM,Kawa Market – Gombe,HYGIENE,Papier hygiénique 4 rouleaux,Mobile Money,7,3.32,2.0,0,,V003,23.24,9.239999999999998
3974,2024-06-02,MAT,Kawa Market – Matete,CAFÉ & THÉ,Café Arabica 250g,Mobile Money,7,8.0,6.21,,Corporate,V016,56.0,12.530000000000001
1272,2024-06-02,GOM,Kawa Market – Gombe,EPICERIE,Huile végétale 1L,Carte,9,8.72,6.36,10,,V023,78.48,21.240000000000002
1436,2024-06-02,KIN,Kawa Market – Kintambo,CAFÉ & THÉ,Thé noir sachets,Mobile Money,10,7.66,5.17,0,Corporate,V023,76.6,24.900000000000002
3650,2024-06-02,KIN,Kawa Market – Kintambo,CAFÉ & THÉ,Thé citron 25 sachets,Mobile Money,1,4.05,2.61,10,Particulier,V032,4.05,1.44
3239,2024-06-02,GOM,Kawa Market – Gombe,EPICERIE,Riz 5kg,Mobile Money,2,4.85,2.88,0,,V030,9.7,3.9399999999999995
5464,2024-06-02,KIN,Kawa Market – Kintambo,FRAIS,Lait frais 1L,Mobile Money,11,1.04,0.67,0,Corporate,V038,11.440000000000001,4.07
7576,2024-06-03,MAT,Kawa Market – Matete,FRAIS,Lait frais 1L,Carte,4,2.7,1.65,0,Corporate,V004,10.8,4.200000000000001
7622,2024-06-03,GOM,Kawa Market – Gombe,FRAIS,Fromage local 200g,Carte,3,2.07,1.12,5,Particulier,V002,6.209999999999999,2.849999999999999
4928,2024-06-03,MAT,Kawa Market – Matete,EPICERIE,Riz 5kg,Mobile Money,2,5.88,3.96,,Corporate,V004,11.76,3.84
7393,2024-06-03,NGA,Kawa Market – Ngaliema,HYGIENE,Papier hygiénique 4 rouleaux,Carte,11,2.04,1.07,5,,V036,22.44,10.67
795,2024-06-03,MAT,Kawa Market – Matete,CAFÉ & THÉ,Café moulu 500g,Carte,12,6.61,5.06,5,Particulier,V013,79.32000000000001,18.60000000000001
905,2024-06-03,LIM,Kawa Market – Limete,FRAIS,Lait frais 1L,Mobile Money,12,2.15,1.52,0,,V033,25.799999999999997,7.559999999999999
6250,2024-06-03,MAS,Kawa Market – Masina,HYGIENE,Dentifrice 100ml,Cash,7,3.57,1.89,,Corporate,V011,24.99,11.76
3180,2024-06-03,KIN,Kawa Market – Kintambo,HYGIENE,Papier hygiénique 4 rouleaux,Mobile Money,7,3.09,2.33,5,,V018,21.63,5.3199999999999985
7999,2024-06-03,NGA,Kawa Market – Ngaliema,HYGIENE,Papier hygiénique 4 rouleaux,Carte,3,2.01,1.06,0,Corporate,V024,6.029999999999999,2.849999999999999
4356,2024-06-03,KIN,Kawa Market – Kintambo,HYGIENE,Papier hygiénique 4 rouleaux,Cash,3,3.18,2.24,,,V031,9.540000000000001,2.82
2151,2024-06-03,MAS,Kawa Market – Masina,EPICERIE,Sucre 1kg,Mobile Money,12,6.34,3.85,10,,V005,76.08,29.879999999999995
5307,2024-06-03,LIM,Kawa Market – Limete,BOISSONS,Jus naturel 1L,Carte,12,0.54,0.32,,Particulier,V024,6.48,2.6400000000000006
3213,2024-06-03,LIM,Kawa Market – Limete,BOISSONS,Boisson énergisante 33cl,Mobile Money,5,0.7,0.45,0,,V012,3.5,1.2499999999999998
3735,2024-06-03,MAT,Kawa Market – Matete,CAFÉ & THÉ,Thé citron 25 sachets,Cash,9,6.83,4.98,5,Corporate,V010,61.47,16.65
3871,2024-06-03,MAS,Kawa Market – Masina,CAFÉ & THÉ,Thé noir sachets,Carte,7,4.81,2.49,5,Corporate,V028,33.669999999999995,16.239999999999995
6762,2024-06-03,KIN,Kawa Market – Kintambo,CAFÉ & THÉ,Thé citron 25 sachets,Mobile Money,7,5.13,3.5,5,Corporate,V002,35.91,11.41
982,2024-06-03,LIM,Kawa Market – Limete,BOISSONS,"Eau 1,5L",Cash,5,1.23,0.79,5,,V014,6.15,2.1999999999999997
546,2024-06-04,LIM,Kawa Market – Limete,CAFÉ & THÉ,Café moulu 500g,Cash,10,5.95,3.31,0,,V019,59.5,26.400000000000002
2935,2024-06-04,MAT,Kawa Market – Matete,EPICERIE,Riz 5kg,Carte,7,6.89,5.14,0,,V021,48.23,12.25
5891,2024-06-04,NGA,Kawa Market – Ngaliema,FRAIS,Lait frais 1L,Carte,2,2.36,1.34,5,,V014,4.72,2.0399999999999996
5141,2024-06-04,MAT,Kawa Market – Matete,BOISSONS,Jus naturel 1L,Carte,12,0.99,0.53,0,Corporate,V028,11.879999999999999,5.52
6495,2024-06-04,NGA,Kawa Market – Ngaliema,BOISSONS,Boisson énergisante 33cl,Mobile Money,11,1.92,0.99,5,,V030,21.119999999999997,10.229999999999999
4502,2024-06-04,GOM,Kawa Market – Gombe,BOISSONS,Jus naturel 1L,Mobile Money,10,1.39,0.73,0,Particulier,V026,13.899999999999999,6.6
3226,2024-06-04,MAT,Kawa Market – Matete,CAFÉ & THÉ,Thé citron 25 sachets,Carte,2,7.03,4.91,10,Particulier,V028,14.06,4.24
6070,2024-06-04,MAT,Kawa Market – Matete,EPICERIE,Haricots 1kg,Cash,6,7.38,4.48,5,,V028,44.28,17.4
1580,2024-06-04,MAT,Kawa Market – Matete,CAFÉ & THÉ,Thé noir sachets,Mobile Money,10,4.66,2.67,0,Particulier,V030,46.6,19.900000000000002
5287,2024-06-04,LIM,Kawa Market – Limete,BOISSONS,Soda 50cl,Carte,8,1.75,1.31,0,,V012,14.0,3.5199999999999996
7425,2024-06-04,GOM,Kawa Market – Gombe,CAFÉ & THÉ,Café moulu 500g,Mobile Money,10,5.95,3.26,0,,V023,59.5,26.900000000000006
2801,2024-06-04,NGA,Kawa Market – Ngaliema,CAFÉ & THÉ,Thé citron 25 sachets,Carte,1,7.37,4.15,10,Corporate,V022,7.37,3.2199999999999998
2622,2024-06-04,MAS,Kawa Market – Masina,FRAIS,Yaourt 125g,Carte,8,0.67,0.36,10,Corporate,V016,5.36,2.4800000000000004
448,2024-06-05,MAS,Kawa Market – Masina,BOISSONS,"Eau 1,5L",Carte,1,1.19,0.9,10,,V018,1.19,0.2899999999999999
7591,2024-06-05,LIM,Kawa Market – Limete,FRAIS,Fromage local 200g,Autre,5,2.74,1.47,10,Corporate,V025,13.700000000000001,6.350000000000001
4076,2024-06-05,NGA,Kawa Market – Ngaliema,EPICERIE,Riz 5kg,Carte,4,8.99,5.06,0,,V003,35.96,15.720000000000002
3723,2024-06-05,MAS,Kawa Market – Masina,AUTRES,Pile AA (pack 4),Mobile Money,8,1.92,1.02,10,,V009,15.36,7.199999999999999
2419,2024-06-05,MAS,Kawa Market – Masina,EPICERIE,Haricots 1kg,Cash,2,5.74,3.33,10,,V019,11.48,4.82
3590,2024-06-05,GOM,Kawa Market – Gombe,CAFÉ & THÉ,Café Arabica 250g,Carte,4,7.04,5.55,0,Corporate,V029,28.16,5.960000000000001
4404,2024-06-05,KIN,Kawa Market – Kintambo,AUTRES,Sac réutilisable,Cash,3,1.57,0.87,0,Corporate,V017,4.71,2.1
7745,2024-06-05,GOM,Kawa Market – Gombe,AUTRES,Sac réutilisable,Mobile Money,1,2.68,1.79,5,,V007,2.68,0.8900000000000001
5256,2024-06-05,GOM,Kawa Market – Gombe,BOISSONS,"Eau 1,5L",Cash,6,1.03,0.75,5,Particulier,V005,6.18,1.6800000000000002
4506,2024-06-05,NGA,Kawa Market – Ngaliema,CAFÉ & THÉ,Thé citron 25 sachets,Mobile Money,2,5.49,3.38,10,,V009,10.98,4.220000000000001
4972,2024-06-05,GOM,Kawa Market – Gombe,HYGIENE,Dentifrice 100ml,Autre,11,2.78,1.53,0,Particulier,V018,30.58,13.749999999999998
6171,2024-06-05,LIM,Kawa Market – Limete,FRAIS,Yaourt 125g,Cash,4,0.64,0.47,0,Particulier,V010,2.56,0.6800000000000002
7130,2024-06-05,MAS,Kawa Market – Masina,HYGIENE,Dentifrice 100ml,Mobile Money,3,1.91,1.32,0,,V038,5.7299999999999995,1.7699999999999996
7805,2024-06-05,NGA,Kawa Market – Ngaliema,AUTRES,Sac réutilisable,Carte,4,0.95,0.67,0,Particulier,V020,3.8,1.1199999999999997
3588,2024-06-05,GOM,Kawa Market – Gombe,FRAIS,Yaourt 125g,Cash,8,2.44,1.92,,,V010,19.52,4.16
2909,2024-06-05,GOM,Kawa Market – Gombe,AUTRES,Sac réutilisable,Carte,7,1.74,1.19,10,,V040,12.18,3.8500000000000005
7668,2024-06-05,MAT,Kawa Market – Matete,AUTRES,Pile AA (pack 4),Carte,6,1.39,1.04,,Corporate,V023,8.34,2.099999999999999
566,2024-06-05,MAS,Kawa Market – Masina,FRAIS,Fromage local 200g,Carte,2,1.27,0.91,0,Corporate,V013,2.54,0.72
1400,2024-06-06,MAS,Kawa Market – Masina,AUTRES,Sac réutilisable,Carte,3,2.31,1.52,0,,V035,6.93,2.37
1810,2024-06-06,LIM,Kawa Market – Limete,HYGIENE,Savon de toilette,Carte,2,3.85,2.4,0,Particulier,V037,7.7,2.9000000000000004
7135,2024-06-06,LIM,Kawa Market – Limete,HYGIENE,Savon de toilette,Mobile Money,9,1.92,1.05,,,V035,17.28,7.829999999999999
5808,2024-06-06,NGA,Kawa Market – Ngaliema,FRAIS,Fromage local 200g,Carte,11,2.48,1.63,0,Particulier,V002,27.28,9.350000000000001
399,2024-06-06,MAT,Kawa Market – Matete,HYGIENE,Savon de toilette,Carte,2,0.9,0.61,10,Corporate,V005,1.8,0.5800000000000001
7066,2024-06-06,GOM,Kawa Market – Gombe,CAFÉ & THÉ,Thé noir sachets,Mobile Money,12,4.22,2.71,0,,V012,50.64,18.119999999999997
6210,2024-06-06,GOM,Kawa Market – Gombe,AUTRES,Sac réutilisable,Carte,7,1.56,0.9,0,,V037,10.92,4.62
4012,2024-06-06,LIM,Kawa Market – Limete,BOISSONS,Jus naturel 1L,Cash,12,1.99,1.27,,Corporate,V028,23.88,8.64
5621,2024-06-06,NGA,Kawa Market – Ngaliema,CAFÉ & THÉ,Café Arabica 250g,Mobile Money,7,7.67,5.15,10,Corporate,V040,53.69,17.639999999999997
4649,2024-06-06,NGA,Kawa Market – Ngaliema,HYGIENE,Papier hygiénique 4 rouleaux,Mobile Money,2,2.58,1.78,5,Corporate,V036,5.16,1.6
4826,2024-06-06,MAT,Kawa Market – Matete,AUTRES,Sac réutilisable,Cash,11,0.96,0.65,,Particulier,V011,10.559999999999999,3.4099999999999993
1788,2024-06-06,MAS,Kawa Market – Masina,FRAIS,Yaourt 125g,Cash,10,2.58,1.49,,,V011,25.8,10.9
4788,2024-06-06,KIN,Kawa Market – Kintambo,AUTRES,Pile AA (pack 4),Carte,7,0.57,0.39,5,Particulier,V002,3.9899999999999998,1.2599999999999996
751,2024-06-06,MAT,Kawa Market – Matete,BOISSONS,Soda 50cl,Carte,11,0.67,0.53,10,,V009,7.37,1.54
6631,2024-06-06,NGA,Kawa Market – Ngaliema,FRAIS,Fromage local 200g,Cash,9,0.99,0.57,0,Corporate,V011,8.91,3.7800000000000002
7951,2024-06-07,MAT,Kawa Market – Matete,CAFÉ & THÉ,Café Arabica 250g,Mobile Money,1,4.37,3.24,0,,V029,4.37,1.13
1952,2024-06-07,LIM,Kawa Market – Limete,CAFÉ & THÉ,Thé citron 25 sachets,Mobile Money,10,6.83,3.47,10,,V031,68.3,33.6
2010,2024-06-07,LIM,Kawa Market – Limete,EPICERIE,Haricots 1kg,Mobile Money,11,7.44,5.42,0,Corporate,V004,81.84,22.220000000000006
6237,2024-06-07,NGA,Kawa Market – Ngaliema,CAFÉ & THÉ,Thé citron 25 sachets,Carte,10,4.55,3.09,10,,V004,45.5,14.6
5774,2024-06-07,GOM,Kawa Market – Gombe,HYGIENE,Papier hygiénique 4 rouleaux,Mobile Money,12,3.52,2.48,0,,V007,42.24,12.48
2385,2024-06-07,KIN,Kawa Market – Kintambo,FRAIS,Fromage local 200g,Cash,12,1.33,0.96,10,,V022,15.96,4.440000000000001
7176,2024-06-07,NGA,Kawa Market – Ngaliema,EPICERIE,Haricots 1kg,Cash,8,8.71,4.58,,,V009,69.68,33.040000000000006
7683,2024-06-07,MAS,Kawa Market – Masina,FRAIS,Yaourt 125g,Mobile Money,10,0.98,0.56,0,,V039,9.8,4.199999999999999
5341,2024-06-07,MAS,Kawa Market – Masina,HYGIENE,Savon de toilette,Mobile Money,6,3.5,2.17,10,,V026,21.0,7.98
7259,2024-06-07,KIN,Kawa Market – Kintambo,AUTRES,Pile AA (pack 4),Mobile Money,8,2.44,1.4,0,Particulier,V019,19.52,8.32
5815,2024-06-07,MAS,Kawa Market – Masina,CAFÉ & THÉ,Thé citron 25 sachets,Mobile Money,10,5.95,3.81,10,,V038,59.5,21.400000000000002
1394,2024-06-07,LIM,Kawa Market – Limete,EPICERIE,Haricots 1kg,Mobile Money,7,2.66,2.13,10,Corporate,V011,18.62,3.7100000000000017
1988,2024-06-07,MAS,Kawa Market – Masina,HYGIENE,Dentifrice 100ml,Mobile Money,2,3.18,1.69,10,Corporate,V039,6.36,2.9800000000000004
548,2024-06-07,NGA,Kawa Market – Ngaliema,AUTRES,Sac réutilisable,Cash,10,2.85,1.93,10,,V018,28.5,9.200000000000001
4695,2024-06-07,MAS,Kawa Market – Masina,CAFÉ & THÉ,Thé noir sachets,Mobile Money,6,5.51,4.26,0,,V002,33.06,7.5
7774,2024-06-08,LIM,Kawa Market – Limete,BOISSONS,"Eau 1,5L",Mobile Money,4,0.85,0.48,10,,V032,3.4,1.48
5059,2024-06-08,NGA,Kawa Market – Ngaliema,FRAIS,Lait frais 1L,Cash,5,2.22,1.59,10,,V034,11.100000000000001,3.1500000000000004
1817,2024-06-08,KIN,Kawa Market – Kintambo,FRAIS,Lait frais 1L,Carte,7,1.02,0.73,0,Corporate,V023,7.140000000000001,2.0300000000000002
7480,2024-06-08,MAS,Kawa Market – Masina,CAFÉ & THÉ,Thé citron 25 sachets,Mobile Money,10,5.79,4.41,0,Particulier,V003,57.9,13.799999999999999
1618,2024-06-08,GOM,Kawa Market – Gombe,BOISSONS,Jus naturel 1L,Mobile Money,12,1.71,1.33,5,,V034,20.52,4.559999999999999
7358,2024-06-08,LIM,Kawa Market – Limete,BOISSONS,Boisson énergisante 33cl,Carte,1,0.67,0.37,0,,V022,0.67,0.30000000000000004
3105,2024-06-08,KIN,Kawa Market – Kintambo,CAFÉ & THÉ,Thé noir sachets,Cash,5,6.98,4.97,5,Particulier,V028,34.900000000000006,10.050000000000004
4554,2024-06-08,MAS,Kawa Market – Masina,AUTRES,Pile AA (pack 4),Cash,5,1.81,1.19,0,,V014,9.05,3.1000000000000005
873,2024-06-08,LIM,Kawa Market – Limete,AUTRES,Sac réutilisable,Mobile Money,2,0.96,0.6,0,,V006,1.92,0.72
5150,2024-06-08,KIN,Kawa Market – Kintambo,FRAIS,Yaourt 125g,Cash,3,2.99,2.32,5,,V004,8.97,2.010000000000001
5908,2024-06-08,GOM,Kawa Market – Gombe,AUTRES,Sac réutilisable,Mobile Money,12,1.47,1.03,10,,V028,17.64,5.279999999999999
1141,2024-06-08,NGA,Kawa Market – Ngaliema,HYGIENE,Savon de toilette,Cash,1,2.06,1.33,5,Particulier,V017,2.06,0.73
6951,2024-06-08,NGA,Kawa Market – Ngaliema,FRAIS,Yaourt 125g,Mobile Money,3,1.56,1.17,,,V020,4.68,1.1700000000000004
4872,2024-06-09,KIN,Kawa Market – Kintambo,FRAIS,Lait frais 1L,Mobile Money,9,1.06,0.8,5,,V008,9.540000000000001,2.34
5294,2024-06-09,LIM,Kawa Market – Limete,AUTRES,Pile AA (pack 4),Carte,2,2.63,1.43,,Corporate,V019,5.26,2.4
118,2024-06-09,LIM,Kawa Market – Limete,FRAIS,Fromage local 200g,Mobile Money,5,1.69,0.89,5,,V016,8.45,3.9999999999999996
2948,2024-06-09,MAT,Kawa Market – Matete,HYGIENE,Savon de toilette,Cash,10,1.57,0.91,0,Corporate,V035,15.700000000000001,6.6000000000000005
7731,2024-06-09,MAS,Kawa Market – Masina,CAFÉ & THÉ,Thé noir sachets,Mobile Money,3,6.41,4.26,0,,V016,19.23,6.450000000000001
6127,2024-06-09,NGA,Kawa Market – Ngaliema,BOISSONS,Boisson énergisante 33cl,Carte,6,0.83,0.45,0,,V039,4.9799999999999995,2.28
5778,2024-06-09,MAT,Kawa Market – Matete,HYGIENE,Savon de toilette,Carte,6,3.75,2.75,0,,V010,22.5,6.0
6414,2024-06-09,LIM,Kawa Market – Limete,HYGIENE,Savon de toilette,Cash,1,2.96,2.03,0,Particulier,V014,2.96,0.9300000000000002
1982,2024-06-09,KIN,Kawa Market – Kintambo,BOISSONS,Boisson énergisante 33cl,Mobile Money,11,1.98,1.32,5,,V034,21.78,7.259999999999999
773,2024-06-09,KIN,Kawa Market – Kintambo,EPICERIE,Haricots 1kg,Autre,12,2.13,1.6,0,Corporate,V038,25.56,6.359999999999998
4966,2024-06-10,MAT,Kawa Market – Matete,FRAIS,Yaourt 125g,Carte,9,2.54,1.53,10,Corporate,V030,22.86,9.09
6508,2024-06-10,MAT,Kawa Market – Matete,FRAIS,Lait frais 1L,Mobile Money,3,1.85,1.48,5,Particulier,V025,5.550000000000001,1.1100000000000003
2449,2024-06-10,NGA,Kawa Market – Ngaliema,CAFÉ & THÉ,Thé citron 25 sachets,Cash,7,5.0,3.15,5,Particulier,V025,35.0,12.950000000000001
1928,2024-06-10,LIM,Kawa Market – Limete,BOISSONS,Boisson énergisante 33cl,Mobile Money,8,1.4,1.03,5,,V002,11.2,2.959999999999999
1787,2024-06-10,MAT,Kawa Market – Matete,AUTRES,Pile AA (pack 4),Carte,7,0.94,0.51,0,Particulier,V023,6.58,3.01
4983,2024-06-10,GOM,Kawa Market – Gombe,AUTRES,Sac réutilisable,Cash,6,1.72,0.88,5,,V005,10.32,5.04
7376,2024-06-10,KIN,Kawa Market – Kintambo,HYGIENE,Dentifrice 100ml,Cash,1,3.56,2.77,0,Particulier,V029,3.56,0.79
4970,2024-06-10,LIM,Kawa Market – Limete,FRAIS,Yaourt 125g,Carte,2,1.77,0.99,0,,V015,3.54,1.56
5101,2024-06-10,GOM,Kawa Market – Gombe,EPICERIE,Riz 5kg,Carte,3,5.98,4.34,0,,V018,17.94,4.920000000000002
6,2024-06-10,MAS,Kawa Market – Masina,CAFÉ & THÉ,Café moulu 500g,Carte,6,4.85,3.15,,,V010,29.099999999999998,10.2
6540,2024-06-10,MAT,Kawa Market – Matete,CAFÉ & THÉ,Thé citron 25 sachets,Carte,12,5.22,3.25,0,Corporate,V009,62.64,23.639999999999997
5920,2024-06-10,MAS,Kawa Market – Masina,BOISSONS,Jus naturel 1L,Cash,2,1.04,0.74,10,,V027,2.08,0.6000000000000001
3977,2024-06-10,NGA,Kawa Market – Ngaliema,CAFÉ & THÉ,Thé citron 25 sachets,Carte,7,4.05,2.7,0,,V037,28.349999999999998,9.449999999999998
2311,2024-06-10,MAT,Kawa Market – Matete,AUTRES,Pile AA (pack 4),Carte,11,2.55,1.89,0,,V019,28.049999999999997,7.259999999999999
5085,2024-06-10,GOM,Kawa Market – Gombe,HYGIENE,Papier hygiénique 4 rouleaux,Mobile Money,11,3.9,1.95,0,Corporate,V013,42.9,21.45
5881,2024-06-11,NGA,Kawa Market – Ngaliema,HYGIENE,Papier hygiénique 4 rouleaux,Carte,3,1.45,1.02,0,,V023,4.35,1.2899999999999998
6521,2024-06-11,KIN,Kawa Market – Kintambo,EPICERIE,Riz 5kg,Cash,12,5.09,3.2,0,Particulier,V028,61.08,22.679999999999996
210,2024-06-11,NGA,Kawa Market – Ngaliema,HYGIENE,Papier hygiénique 4 rouleaux,Carte,4,2.83,2.11,5,,V019,11.32,2.880000000000001
5363,2024-06-11,KIN,Kawa Market – Kintambo,HYGIENE,Savon de toilette,Carte,1,3.53,2.6,0,Particulier,V017,3.53,0.9299999999999997
1298,2024-06-11,LIM,Kawa Market – Limete,EPICERIE,Haricots 1kg,Mobile Money,8,4.55,2.51,0,Corporate,V002,36.4,16.32
5225,2024-06-11,MAS,Kawa Market – Masina,FRAIS,Fromage local 200g,Mobile Money,11,0.53,0.35,5,Corporate,V023,5.83,1.9800000000000004
3858,2024-06-11,MAT,Kawa Market – Matete,BOISSONS,Boisson énergisante 33cl,Carte,7,0.79,0.56,,Particulier,V014,5.53,1.6099999999999999
4355,2024-06-11,GOM,Kawa Market – Gombe,CAFÉ & THÉ,Thé noir sachets,Carte,5,6.16,3.52,10,Particulier,V011,30.8,13.200000000000001
5344,2024-06-11,GOM,Kawa Market – Gombe,CAFÉ & THÉ,Thé noir sachets,Mobile Money,6,5.42,3.91,0,,V016,32.519999999999996,9.059999999999999
1246,2024-06-11,LIM,Kawa Market – Limete,EPICERIE,Huile végétale 1L,Carte,7,9.11,5.94,5,,V018,63.769999999999996,22.189999999999994
6420,2024-06-11,MAS,Kawa Market – Masina,EPICERIE,Huile végétale 1L,Cash,8,6.4,3.92,0,Particulier,V008,51.2,19.840000000000003
4567,2024-06-11,MAT,Kawa Market – Matete,CAFÉ & THÉ,Thé noir sachets,Carte,2,6.14,4.01,0,,V040,12.28,4.26
4818,2024-06-11,NGA,Kawa Market – Ngaliema,CAFÉ & THÉ,Thé citron 25 sachets,Cash,7,6.47,3.93,5,,V026,45.29,17.779999999999998
1967,2024-06-11,NGA,Kawa Market – Ngaliema,HYGIENE,Dentifrice 100ml,Carte,12,1.95,1.4,0,Particulier,V022,23.4,6.6000000000000005
7659,2024-06-12,MAT,Kawa Market – Matete,BOISSONS,Boisson énergisante 33cl,Carte,4,1.2,0.74,0,,V002,4.8,1.8399999999999999
1261,2024-06-12,KIN,Kawa Market – Kintambo,CAFÉ & THÉ,Café moulu 500g,Carte,2,5.47,3.44,,,V005,10.94,4.06
5581,2024-06-12,KIN,Kawa Market – Kintambo,BOISSONS,"Eau 1,5L",Mobile Money,6,1.9,1.01,0,,V003,11.399999999999999,5.34
3301,2024-06-12,LIM,Kawa Market – Limete,EPICERIE,Haricots 1kg,Cash,10,7.42,5.3,10,,V009,74.2,21.200000000000003
4485,2024-06-12,MAS,Kawa Market – Masina,EPICERIE,Haricots 1kg,Cash,3,9.27,4.94,,,V025,27.81,12.989999999999998
5103,2024-06-12,MAT,Kawa Market – Matete,AUTRES,Pile AA (pack 4),Mobile Money,9,1.46,1.04,0,,V033,13.14,3.7799999999999994
117,2024-06-12,MAT,Kawa Market – Matete,CAFÉ & THÉ,Thé noir sachets,Mobile Money,3,4.39,2.58,5,,V016,13.169999999999998,5.429999999999999
2297,2024-06-12,MAS,Kawa Market – Masina,CAFÉ & THÉ,Thé citron 25 sachets,Carte,10,6.71,4.27,,,V009,67.1,24.400000000000006
1588,2024-06-12,MAS,Kawa Market – Masina,BOISSONS,Jus naturel 1L,Mobile Money,7,1.46,1.02,0,Corporate,V028,10.219999999999999,3.0799999999999996
6236,2024-06-12,MAT,Kawa Market – Matete,HYGIENE,Dentifrice 100ml,Mobile Money,7,1.79,1.04,5,Particulier,V001,12.530000000000001,5.25
5420,2024-06-12,MAS,Kawa Market – Masina,AUTRES,Sac réutilisable,Cash,8,2.78,2.17,0,,V033,22.24,4.879999999999999
1503,2024-06-13,MAS,Kawa Market – Masina,EPICERIE,Sucre 1kg,Carte,4,6.82,8.28,5,Particulier,V032,27.28,-5.839999999999996
5502,2024-06-13,KIN,Kawa Market – Kintambo,HYGIENE,Savon de toilette,Mobile Money,2,2.66,1.5,0,,V029,5.32,2.3200000000000003
6696,2024-06-13,NGA,Kawa Market – Ngaliema,BOISSONS,Boisson énergisante 33cl,Cash,1,1.38,1.08,0,,V022,1.38,0.2999999999999998
6782,2024-06-13,GOM,Kawa Market – Gombe,BOISSONS,Soda 50cl,Cash,5,0.9,0.58,0,Particulier,V008,4.5,1.6000000000000003
3420,2024-06-13,MAT,Kawa Market – Matete,EPICERIE,Sucre 1kg,Cash,1,5.9,4.23,10,,V030,5.9,1.67
5637,2024-06-13,GOM,Kawa Market – Gombe,FRAIS,Fromage local 200g,Mobile Money,11,2.59,1.54,0,,V038,28.49,11.549999999999997
1425,2024-06-13,MAT,Kawa Market – Matete,CAFÉ & THÉ,Thé citron 25 sachets,Carte,8,6.0,3.61,0,Corporate,V028,48.0,19.12
5303,2024-06-13,MAS,Kawa Market – Masina,HYGIENE,Papier hygiénique 4 rouleaux,Mobile Money,12,1.19,0.82,0,Particulier,V035,14.28,4.4399999999999995
